pressure [MPa], density [g/ml], viscosity [muPa*s], enthalpy [kJ/kg]
41.545, 1.01438281e+00, 8.52534229e-04, 1.50236989e+02
41.555, 1.01438694e+00, 8.52534545e-04, 1.50245921e+02
41.565, 1.01439107e+00, 8.52534862e-04, 1.50254849e+02
41.575, 1.01439520e+00, 8.52535179e-04, 1.50263782e+02
41.585, 1.01439932e+00, 8.52535497e-04, 1.50272710e+02
41.595, 1.01440345e+00, 8.52535815e-04, 1.50281642e+02
41.605, 1.01440758e+00, 8.52536133e-04, 1.50290571e+02
41.615, 1.01441170e+00, 8.52536451e-04, 1.50299502e+02
41.625, 1.01441583e+00, 8.52536770e-04, 1.50308431e+02
41.635, 1.01441996e+00, 8.52537089e-04, 1.50317359e+02
41.645, 1.01442408e+00, 8.52537408e-04, 1.50326291e+02
41.655, 1.01442821e+00, 8.52537728e-04, 1.50335219e+02
41.665, 1.01443234e+00, 8.52538048e-04, 1.50344150e+02
41.675, 1.01443646e+00, 8.52538368e-04, 1.50353078e+02
41.685, 1.01444059e+00, 8.52538688e-04, 1.50362010e+02
41.695, 1.01444471e+00, 8.52539009e-04, 1.50370938e+02
41.705, 1.01444884e+00, 8.52539330e-04, 1.50379869e+02
41.715, 1.01445297e+00, 8.52539651e-04, 1.50388797e+02
41.725, 1.01445709e+00, 8.52539973e-04, 1.50397725e+02
41.735, 1.01446122e+00, 8.52540295e-04, 1.50406656e+02
41.745, 1.01446534e+00, 8.52540617e-04, 1.50415583e+02
41.755, 1.01446947e+00, 8.52540939e-04, 1.50424514e+02
41.765, 1.01447360e+00, 8.52541262e-04, 1.50433442e+02
41.775, 1.01447772e+00, 8.52541585e-04, 1.50442373e+02
41.785, 1.01448185e+00, 8.52541908e-04, 1.50451300e+02
41.795, 1.01448597e+00, 8.52542232e-04, 1.50460227e+02
41.805, 1.01449010e+00, 8.52542556e-04, 1.50469158e+02
41.815, 1.01449422e+00, 8.52542880e-04, 1.50478085e+02
41.825, 1.01449835e+00, 8.52543205e-04, 1.50487016e+02
41.835, 1.01450247e+00, 8.52543529e-04, 1.50495943e+02
41.845, 1.01450660e+00, 8.52543854e-04, 1.50504873e+02
41.855, 1.01451072e+00, 8.52544180e-04, 1.50513800e+02
41.865, 1.01451485e+00, 8.52544505e-04, 1.50522730e+02
41.875, 1.01451897e+00, 8.52544831e-04, 1.50531657e+02
41.885, 1.01452310e+00, 8.52545158e-04, 1.50540584e+02
41.895, 1.01452722e+00, 8.52545484e-04, 1.50549514e+02
41.905, 1.01453135e+00, 8.52545811e-04, 1.50558441e+02
41.915, 1.01453547e+00, 8.52546138e-04, 1.50567371e+02
41.925, 1.01453959e+00, 8.52546465e-04, 1.50576297e+02
41.935, 1.01454372e+00, 8.52546793e-04, 1.50585227e+02
41.945, 1.01454784e+00, 8.52547121e-04, 1.50594153e+02
41.955, 1.01455197e+00, 8.52547449e-04, 1.50603083e+02
41.965, 1.01455609e+00, 8.52547778e-04, 1.50612009e+02
41.975, 1.01456022e+00, 8.52548107e-04, 1.50620935e+02
41.985, 1.01456434e+00, 8.52548436e-04, 1.50629865e+02
41.995, 1.01456846e+00, 8.52548765e-04, 1.50638791e+02
42.005, 1.01457259e+00, 8.52549095e-04, 1.50647720e+02
42.015, 1.01457671e+00, 8.52549425e-04, 1.50656646e+02
42.025, 1.01458084e+00, 8.52549755e-04, 1.50665576e+02
42.035, 1.01458496e+00, 8.52550086e-04, 1.50674502e+02
42.045, 1.01458908e+00, 8.52550417e-04, 1.50683427e+02
42.055, 1.01459320e+00, 8.52550748e-04, 1.50692356e+02
42.065, 1.01459733e+00, 8.52551079e-04, 1.50701282e+02
42.075, 1.01460145e+00, 8.52551411e-04, 1.50710211e+02
42.085, 1.01460557e+00, 8.52551743e-04, 1.50719137e+02
42.095, 1.01460970e+00, 8.52552075e-04, 1.50728065e+02
42.105, 1.01461382e+00, 8.52552408e-04, 1.50736991e+02
42.115, 1.01461794e+00, 8.52552741e-04, 1.50745919e+02
42.125, 1.01462207e+00, 8.52553074e-04, 1.50754845e+02
42.135, 1.01462619e+00, 8.52553407e-04, 1.50763770e+02
42.145, 1.01463031e+00, 8.52553741e-04, 1.50772699e+02
42.155, 1.01463443e+00, 8.52554075e-04, 1.50781624e+02
42.165, 1.01463856e+00, 8.52554410e-04, 1.50790552e+02
42.175, 1.01464268e+00, 8.52554744e-04, 1.50799477e+02
42.185, 1.01464680e+00, 8.52555079e-04, 1.50808405e+02
42.195, 1.01465092e+00, 8.52555414e-04, 1.50817330e+02
42.205, 1.01465505e+00, 8.52555750e-04, 1.50826258e+02
42.215, 1.01465917e+00, 8.52556086e-04, 1.50835183e+02
42.225, 1.01466329e+00, 8.52556422e-04, 1.50844108e+02
42.235, 1.01466741e+00, 8.52556758e-04, 1.50853036e+02
42.245, 1.01467153e+00, 8.52557095e-04, 1.50861960e+02
42.255, 1.01467565e+00, 8.52557432e-04, 1.50870888e+02
42.265, 1.01467977e+00, 8.52557769e-04, 1.50879812e+02
42.275, 1.01468390e+00, 8.52558106e-04, 1.50888740e+02
42.285, 1.01468802e+00, 8.52558444e-04, 1.50897664e+02
42.295, 1.01469214e+00, 8.52558782e-04, 1.50906589e+02
42.305, 1.01469626e+00, 8.52559121e-04, 1.50915516e+02
42.315, 1.01470038e+00, 8.52559459e-04, 1.50924440e+02
42.325, 1.01470450e+00, 8.52559798e-04, 1.50933368e+02
42.335, 1.01470862e+00, 8.52560137e-04, 1.50942292e+02
42.345, 1.01471275e+00, 8.52560477e-04, 1.50951219e+02
42.355, 1.01471687e+00, 8.52560817e-04, 1.50960143e+02
42.365, 1.01472099e+00, 8.52561157e-04, 1.50969070e+02
42.375, 1.01472511e+00, 8.52561497e-04, 1.50977994e+02
42.385, 1.01472923e+00, 8.52561838e-04, 1.50986917e+02
42.395, 1.01473335e+00, 8.52562179e-04, 1.50995844e+02
42.405, 1.01473747e+00, 8.52562520e-04, 1.51004768e+02
42.415, 1.01474159e+00, 8.52562862e-04, 1.51013695e+02
42.425, 1.01474571e+00, 8.52563204e-04, 1.51022618e+02
42.435, 1.01474983e+00, 8.52563546e-04, 1.51031545e+02
42.445, 1.01475395e+00, 8.52563889e-04, 1.51040468e+02
42.455, 1.01475807e+00, 8.52564231e-04, 1.51049395e+02
42.465, 1.01476219e+00, 8.52564574e-04, 1.51058318e+02
42.475, 1.01476631e+00, 8.52564918e-04, 1.51067241e+02
42.485, 1.01477043e+00, 8.52565261e-04, 1.51076168e+02
42.495, 1.01477455e+00, 8.52565605e-04, 1.51085091e+02
42.505, 1.01477867e+00, 8.52565949e-04, 1.51094017e+02
42.515, 1.01478279e+00, 8.52566294e-04, 1.51102940e+02
42.525, 1.01478691e+00, 8.52566639e-04, 1.51111866e+02
42.535, 1.01479103e+00, 8.52566984e-04, 1.51120789e+02
42.545, 1.01479515e+00, 8.52567329e-04, 1.51129711e+02
42.555, 1.01479927e+00, 8.52567675e-04, 1.51138638e+02
42.565, 1.01480338e+00, 8.52568020e-04, 1.51147560e+02
42.575, 1.01480750e+00, 8.52568367e-04, 1.51156486e+02
42.585, 1.01481162e+00, 8.52568713e-04, 1.51165408e+02
42.595, 1.01481574e+00, 8.52569060e-04, 1.51174334e+02
42.605, 1.01481986e+00, 8.52569407e-04, 1.51183256e+02
42.615, 1.01482398e+00, 8.52569754e-04, 1.51192182e+02
42.625, 1.01482810e+00, 8.52570102e-04, 1.51201104e+02
42.635, 1.01483222e+00, 8.52570450e-04, 1.51210026e+02
42.645, 1.01483634e+00, 8.52570798e-04, 1.51218952e+02
42.655, 1.01484045e+00, 8.52571147e-04, 1.51227874e+02
42.665, 1.01484457e+00, 8.52571496e-04, 1.51236799e+02
42.675, 1.01484869e+00, 8.52571845e-04, 1.51245721e+02
42.685, 1.01485281e+00, 8.52572194e-04, 1.51254646e+02
42.695, 1.01485693e+00, 8.52572544e-04, 1.51263568e+02
42.705, 1.01486105e+00, 8.52572894e-04, 1.51272493e+02
42.715, 1.01486516e+00, 8.52573244e-04, 1.51281415e+02
42.725, 1.01486928e+00, 8.52573595e-04, 1.51290336e+02
42.735, 1.01487340e+00, 8.52573945e-04, 1.51299261e+02
42.745, 1.01487752e+00, 8.52574297e-04, 1.51308183e+02
42.755, 1.01488163e+00, 8.52574648e-04, 1.51317107e+02
42.765, 1.01488575e+00, 8.52575000e-04, 1.51326029e+02
42.775, 1.01488987e+00, 8.52575352e-04, 1.51334953e+02
42.785, 1.01489399e+00, 8.52575704e-04, 1.51343875e+02
42.795, 1.01489810e+00, 8.52576057e-04, 1.51352796e+02
42.805, 1.01490222e+00, 8.52576409e-04, 1.51361720e+02
42.815, 1.01490634e+00, 8.52576763e-04, 1.51370641e+02
42.825, 1.01491046e+00, 8.52577116e-04, 1.51379566e+02
42.835, 1.01491457e+00, 8.52577470e-04, 1.51388486e+02
42.845, 1.01491869e+00, 8.52577824e-04, 1.51397411e+02
42.855, 1.01492281e+00, 8.52578178e-04, 1.51406331e+02
42.865, 1.01492692e+00, 8.52578533e-04, 1.51415256e+02
42.875, 1.01493104e+00, 8.52578888e-04, 1.51424176e+02
42.885, 1.01493516e+00, 8.52579243e-04, 1.51433097e+02
42.895, 1.01493927e+00, 8.52579598e-04, 1.51442021e+02
42.905, 1.01494339e+00, 8.52579954e-04, 1.51450941e+02
42.915, 1.01494751e+00, 8.52580310e-04, 1.51459865e+02
42.925, 1.01495162e+00, 8.52580667e-04, 1.51468785e+02
42.935, 1.01495574e+00, 8.52581023e-04, 1.51477709e+02
42.945, 1.01495985e+00, 8.52581380e-04, 1.51486629e+02
42.955, 1.01496397e+00, 8.52581737e-04, 1.51495553e+02
42.965, 1.01496809e+00, 8.52582095e-04, 1.51504473e+02
42.975, 1.01497220e+00, 8.52582453e-04, 1.51513393e+02
42.985, 1.01497632e+00, 8.52582811e-04, 1.51522316e+02
42.995, 1.01498043e+00, 8.52583169e-04, 1.51531236e+02
43.005, 1.01498455e+00, 8.52583528e-04, 1.51540159e+02
43.015, 1.01498866e+00, 8.52583887e-04, 1.51549079e+02
43.025, 1.01499278e+00, 8.52584246e-04, 1.51558002e+02
43.035, 1.01499690e+00, 8.52584605e-04, 1.51566922e+02
43.045, 1.01500101e+00, 8.52584965e-04, 1.51575842e+02
43.055, 1.01500513e+00, 8.52585325e-04, 1.51584764e+02
43.065, 1.01500924e+00, 8.52585686e-04, 1.51593684e+02
43.075, 1.01501336e+00, 8.52586046e-04, 1.51602607e+02
43.085, 1.01501747e+00, 8.52586407e-04, 1.51611526e+02
43.095, 1.01502159e+00, 8.52586769e-04, 1.51620449e+02
43.105, 1.01502570e+00, 8.52587130e-04, 1.51629368e+02
43.115, 1.01502982e+00, 8.52587492e-04, 1.51638291e+02
43.125, 1.01503393e+00, 8.52587854e-04, 1.51647210e+02
43.135, 1.01503804e+00, 8.52588217e-04, 1.51656129e+02
43.145, 1.01504216e+00, 8.52588579e-04, 1.51665051e+02
43.155, 1.01504627e+00, 8.52588942e-04, 1.51673970e+02
43.165, 1.01505039e+00, 8.52589306e-04, 1.51682892e+02
43.175, 1.01505450e+00, 8.52589669e-04, 1.51691811e+02
43.185, 1.01505862e+00, 8.52590033e-04, 1.51700733e+02
43.195, 1.01506273e+00, 8.52590397e-04, 1.51709652e+02
43.205, 1.01506684e+00, 8.52590762e-04, 1.51718574e+02
43.215, 1.01507096e+00, 8.52591126e-04, 1.51727492e+02
43.225, 1.01507507e+00, 8.52591491e-04, 1.51736411e+02
43.235, 1.01507919e+00, 8.52591857e-04, 1.51745333e+02
43.245, 1.01508330e+00, 8.52592222e-04, 1.51754251e+02
43.255, 1.01508741e+00, 8.52592588e-04, 1.51763173e+02
43.265, 1.01509153e+00, 8.52592954e-04, 1.51772091e+02
43.275, 1.01509564e+00, 8.52593321e-04, 1.51781013e+02
43.285, 1.01509975e+00, 8.52593688e-04, 1.51789931e+02
43.295, 1.01510387e+00, 8.52594055e-04, 1.51798849e+02
43.305, 1.01510798e+00, 8.52594422e-04, 1.51807770e+02
43.315, 1.01511209e+00, 8.52594790e-04, 1.51816688e+02
43.325, 1.01511621e+00, 8.52595158e-04, 1.51825609e+02
43.335, 1.01512032e+00, 8.52595526e-04, 1.51834527e+02
43.345, 1.01512443e+00, 8.52595894e-04, 1.51843448e+02
43.355, 1.01512854e+00, 8.52596263e-04, 1.51852366e+02
43.365, 1.01513266e+00, 8.52596632e-04, 1.51861287e+02
43.375, 1.01513677e+00, 8.52597002e-04, 1.51870205e+02
43.385, 1.01514088e+00, 8.52597371e-04, 1.51879122e+02
43.395, 1.01514499e+00, 8.52597741e-04, 1.51888043e+02
43.405, 1.01514911e+00, 8.52598111e-04, 1.51896960e+02
43.415, 1.01515322e+00, 8.52598482e-04, 1.51905881e+02
43.425, 1.01515733e+00, 8.52598853e-04, 1.51914798e+02
43.435, 1.01516144e+00, 8.52599224e-04, 1.51923719e+02
43.445, 1.01516556e+00, 8.52599595e-04, 1.51932636e+02
43.455, 1.01516967e+00, 8.52599967e-04, 1.51941557e+02
43.465, 1.01517378e+00, 8.52600339e-04, 1.51950474e+02
43.475, 1.01517789e+00, 8.52600711e-04, 1.51959390e+02
43.485, 1.01518200e+00, 8.52601084e-04, 1.51968311e+02
43.495, 1.01518611e+00, 8.52601457e-04, 1.51977228e+02
43.505, 1.01519023e+00, 8.52601830e-04, 1.51986148e+02
43.515, 1.01519434e+00, 8.52602203e-04, 1.51995064e+02
43.525, 1.01519845e+00, 8.52602577e-04, 1.52003984e+02
43.535, 1.01520256e+00, 8.52602951e-04, 1.52012901e+02
43.545, 1.01520667e+00, 8.52603325e-04, 1.52021818e+02
43.555, 1.01521078e+00, 8.52603700e-04, 1.52030737e+02
43.565, 1.01521489e+00, 8.52604075e-04, 1.52039654e+02
43.575, 1.01521901e+00, 8.52604450e-04, 1.52048574e+02
43.585, 1.01522312e+00, 8.52604825e-04, 1.52057490e+02
43.595, 1.01522723e+00, 8.52605201e-04, 1.52066409e+02
43.605, 1.01523134e+00, 8.52605577e-04, 1.52075326e+02
43.615, 1.01523545e+00, 8.52605953e-04, 1.52084245e+02
43.625, 1.01523956e+00, 8.52606330e-04, 1.52093161e+02
43.635, 1.01524367e+00, 8.52606707e-04, 1.52102077e+02
43.645, 1.01524778e+00, 8.52607084e-04, 1.52110996e+02
43.655, 1.01525189e+00, 8.52607461e-04, 1.52119912e+02
43.665, 1.01525600e+00, 8.52607839e-04, 1.52128831e+02
43.675, 1.01526011e+00, 8.52608217e-04, 1.52137747e+02
43.685, 1.01526422e+00, 8.52608596e-04, 1.52146666e+02
43.695, 1.01526833e+00, 8.52608974e-04, 1.52155582e+02
43.705, 1.01527244e+00, 8.52609353e-04, 1.52164501e+02
43.715, 1.01527655e+00, 8.52609732e-04, 1.52173416e+02
43.725, 1.01528066e+00, 8.52610112e-04, 1.52182332e+02
43.735, 1.01528477e+00, 8.52610492e-04, 1.52191250e+02
43.745, 1.01528888e+00, 8.52610872e-04, 1.52200166e+02
43.755, 1.01529299e+00, 8.52611252e-04, 1.52209084e+02
43.765, 1.01529710e+00, 8.52611633e-04, 1.52217999e+02
43.775, 1.01530121e+00, 8.52612014e-04, 1.52226918e+02
43.785, 1.01530532e+00, 8.52612395e-04, 1.52235833e+02
43.795, 1.01530943e+00, 8.52612776e-04, 1.52244748e+02
43.805, 1.01531354e+00, 8.52613158e-04, 1.52253666e+02
43.815, 1.01531764e+00, 8.52613540e-04, 1.52262581e+02
43.825, 1.01532175e+00, 8.52613923e-04, 1.52271499e+02
43.835, 1.01532586e+00, 8.52614305e-04, 1.52280414e+02
43.845, 1.01532997e+00, 8.52614688e-04, 1.52289332e+02
43.855, 1.01533408e+00, 8.52615071e-04, 1.52298247e+02
43.865, 1.01533819e+00, 8.52615455e-04, 1.52307165e+02
43.875, 1.01534230e+00, 8.52615839e-04, 1.52316079e+02
43.885, 1.01534641e+00, 8.52616223e-04, 1.52324994e+02
43.895, 1.01535052e+00, 8.52616607e-04, 1.52333911e+02
43.905, 1.01535462e+00, 8.52616992e-04, 1.52342826e+02
43.915, 1.01535873e+00, 8.52617377e-04, 1.52351743e+02
43.925, 1.01536284e+00, 8.52617762e-04, 1.52360658e+02
43.935, 1.01536695e+00, 8.52618148e-04, 1.52369575e+02
43.945, 1.01537106e+00, 8.52618534e-04, 1.52378489e+02
43.955, 1.01537516e+00, 8.52618920e-04, 1.52387407e+02
43.965, 1.01537927e+00, 8.52619306e-04, 1.52396321e+02
43.975, 1.01538338e+00, 8.52619693e-04, 1.52405234e+02
43.985, 1.01538749e+00, 8.52620080e-04, 1.52414152e+02
43.995, 1.01539159e+00, 8.52620467e-04, 1.52423065e+02
44.005, 1.01539570e+00, 8.52620855e-04, 1.52431983e+02
44.015, 1.01539981e+00, 8.52621243e-04, 1.52440896e+02
44.025, 1.01540392e+00, 8.52621631e-04, 1.52449813e+02
44.035, 1.01540802e+00, 8.52622019e-04, 1.52458727e+02
44.045, 1.01541213e+00, 8.52622408e-04, 1.52467640e+02
44.055, 1.01541624e+00, 8.52622797e-04, 1.52476557e+02
44.065, 1.01542035e+00, 8.52623186e-04, 1.52485470e+02
44.075, 1.01542445e+00, 8.52623576e-04, 1.52494387e+02
44.085, 1.01542856e+00, 8.52623966e-04, 1.52503300e+02
44.095, 1.01543267e+00, 8.52624356e-04, 1.52512217e+02
44.105, 1.01543677e+00, 8.52624747e-04, 1.52521130e+02
44.115, 1.01544088e+00, 8.52625137e-04, 1.52530046e+02
44.125, 1.01544499e+00, 8.52625528e-04, 1.52538959e+02
44.135, 1.01544909e+00, 8.52625920e-04, 1.52547872e+02
44.145, 1.01545320e+00, 8.52626311e-04, 1.52556788e+02
44.155, 1.01545731e+00, 8.52626703e-04, 1.52565701e+02
44.165, 1.01546141e+00, 8.52627096e-04, 1.52574617e+02
44.175, 1.01546552e+00, 8.52627488e-04, 1.52583530e+02
44.185, 1.01546962e+00, 8.52627881e-04, 1.52592446e+02
44.195, 1.01547373e+00, 8.52628274e-04, 1.52601358e+02
44.205, 1.01547784e+00, 8.52628667e-04, 1.52610274e+02
44.215, 1.01548194e+00, 8.52629061e-04, 1.52619187e+02
44.225, 1.01548605e+00, 8.52629455e-04, 1.52628099e+02
44.235, 1.01549015e+00, 8.52629849e-04, 1.52637015e+02
44.245, 1.01549426e+00, 8.52630244e-04, 1.52645927e+02
44.255, 1.01549837e+00, 8.52630638e-04, 1.52654842e+02
44.265, 1.01550247e+00, 8.52631033e-04, 1.52663754e+02
44.275, 1.01550658e+00, 8.52631429e-04, 1.52672670e+02
44.285, 1.01551068e+00, 8.52631825e-04, 1.52681582e+02
44.295, 1.01551479e+00, 8.52632220e-04, 1.52690494e+02
44.305, 1.01551889e+00, 8.52632617e-04, 1.52699409e+02
44.315, 1.01552300e+00, 8.52633013e-04, 1.52708321e+02
44.325, 1.01552710e+00, 8.52633410e-04, 1.52717236e+02
44.335, 1.01553121e+00, 8.52633807e-04, 1.52726148e+02
44.345, 1.01553531e+00, 8.52634205e-04, 1.52735063e+02
44.355, 1.01553942e+00, 8.52634602e-04, 1.52743974e+02
44.365, 1.01554352e+00, 8.52635000e-04, 1.52752889e+02
44.375, 1.01554762e+00, 8.52635399e-04, 1.52761801e+02
44.385, 1.01555173e+00, 8.52635797e-04, 1.52770712e+02
44.395, 1.01555583e+00, 8.52636196e-04, 1.52779627e+02
44.405, 1.01555994e+00, 8.52636595e-04, 1.52788538e+02
44.415, 1.01556404e+00, 8.52636995e-04, 1.52797452e+02
44.425, 1.01556815e+00, 8.52637394e-04, 1.52806364e+02
44.435, 1.01557225e+00, 8.52637794e-04, 1.52815278e+02
44.445, 1.01557635e+00, 8.52638195e-04, 1.52824189e+02
44.455, 1.01558046e+00, 8.52638595e-04, 1.52833103e+02
44.465, 1.01558456e+00, 8.52638996e-04, 1.52842014e+02
44.475, 1.01558867e+00, 8.52639397e-04, 1.52850925e+02
44.485, 1.01559277e+00, 8.52639799e-04, 1.52859839e+02
44.495, 1.01559687e+00, 8.52640201e-04, 1.52868750e+02
44.505, 1.01560098e+00, 8.52640603e-04, 1.52877664e+02
44.515, 1.01560508e+00, 8.52641005e-04, 1.52886575e+02
44.525, 1.01560918e+00, 8.52641408e-04, 1.52895488e+02
44.535, 1.01561329e+00, 8.52641810e-04, 1.52904399e+02
44.545, 1.01561739e+00, 8.52642214e-04, 1.52913309e+02
44.555, 1.01562149e+00, 8.52642617e-04, 1.52922223e+02
44.565, 1.01562560e+00, 8.52643021e-04, 1.52931133e+02
44.575, 1.01562970e+00, 8.52643425e-04, 1.52940047e+02
44.585, 1.01563380e+00, 8.52643829e-04, 1.52948957e+02
44.595, 1.01563791e+00, 8.52644234e-04, 1.52957870e+02
44.605, 1.01564201e+00, 8.52644639e-04, 1.52966780e+02
44.615, 1.01564611e+00, 8.52645044e-04, 1.52975694e+02
44.625, 1.01565021e+00, 8.52645450e-04, 1.52984604e+02
44.635, 1.01565431e+00, 8.52645855e-04, 1.52993514e+02
44.645, 1.01565842e+00, 8.52646261e-04, 1.53002427e+02
44.655, 1.01566252e+00, 8.52646668e-04, 1.53011336e+02
44.665, 1.01566662e+00, 8.52647074e-04, 1.53020250e+02
44.675, 1.01567072e+00, 8.52647481e-04, 1.53029159e+02
44.685, 1.01567483e+00, 8.52647889e-04, 1.53038072e+02
44.695, 1.01567893e+00, 8.52648296e-04, 1.53046982e+02
44.705, 1.01568303e+00, 8.52648704e-04, 1.53055894e+02
44.715, 1.01568713e+00, 8.52649112e-04, 1.53064804e+02
44.725, 1.01569123e+00, 8.52649520e-04, 1.53073713e+02
44.735, 1.01569534e+00, 8.52649929e-04, 1.53082626e+02
44.745, 1.01569944e+00, 8.52650338e-04, 1.53091535e+02
44.755, 1.01570354e+00, 8.52650747e-04, 1.53100447e+02
44.765, 1.01570764e+00, 8.52651157e-04, 1.53109356e+02
44.775, 1.01571174e+00, 8.52651567e-04, 1.53118269e+02
44.785, 1.01571584e+00, 8.52651977e-04, 1.53127178e+02
44.795, 1.01571994e+00, 8.52652387e-04, 1.53136086e+02
44.805, 1.01572404e+00, 8.52652798e-04, 1.53144999e+02
44.815, 1.01572814e+00, 8.52653209e-04, 1.53153907e+02
44.825, 1.01573225e+00, 8.52653620e-04, 1.53162819e+02
44.835, 1.01573635e+00, 8.52654032e-04, 1.53171728e+02
44.845, 1.01574045e+00, 8.52654444e-04, 1.53180640e+02
44.855, 1.01574455e+00, 8.52654856e-04, 1.53189548e+02
44.865, 1.01574865e+00, 8.52655268e-04, 1.53198460e+02
44.875, 1.01575275e+00, 8.52655681e-04, 1.53207369e+02
44.885, 1.01575685e+00, 8.52656094e-04, 1.53216277e+02
44.895, 1.01576095e+00, 8.52656507e-04, 1.53225189e+02
44.905, 1.01576505e+00, 8.52656921e-04, 1.53234097e+02
44.915, 1.01576915e+00, 8.52657335e-04, 1.53243008e+02
44.925, 1.01577325e+00, 8.52657749e-04, 1.53251916e+02
44.935, 1.01577735e+00, 8.52658163e-04, 1.53260828e+02
44.945, 1.01578145e+00, 8.52658578e-04, 1.53269736e+02
44.955, 1.01578555e+00, 8.52658993e-04, 1.53278647e+02
44.965, 1.01578965e+00, 8.52659408e-04, 1.53287555e+02
44.975, 1.01579375e+00, 8.52659824e-04, 1.53296463e+02
44.985, 1.01579785e+00, 8.52660240e-04, 1.53305374e+02
44.995, 1.01580195e+00, 8.52660656e-04, 1.53314281e+02
45.005, 1.01580605e+00, 8.52661073e-04, 1.53323192e+02
45.015, 1.01581015e+00, 8.52661489e-04, 1.53332100e+02
45.025, 1.01581425e+00, 8.52661906e-04, 1.53341011e+02
45.035, 1.01581835e+00, 8.52662324e-04, 1.53349918e+02
45.045, 1.01582245e+00, 8.52662741e-04, 1.53358825e+02
45.055, 1.01582655e+00, 8.52663159e-04, 1.53367736e+02
45.065, 1.01583064e+00, 8.52663577e-04, 1.53376643e+02
45.075, 1.01583474e+00, 8.52663996e-04, 1.53385554e+02
45.085, 1.01583884e+00, 8.52664415e-04, 1.53394461e+02
45.095, 1.01584294e+00, 8.52664834e-04, 1.53403371e+02
45.105, 1.01584704e+00, 8.52665253e-04, 1.53412278e+02
45.115, 1.01585114e+00, 8.52665673e-04, 1.53421189e+02
45.125, 1.01585524e+00, 8.52666093e-04, 1.53430095e+02
45.135, 1.01585933e+00, 8.52666513e-04, 1.53439002e+02
45.145, 1.01586343e+00, 8.52666934e-04, 1.53447912e+02
45.155, 1.01586753e+00, 8.52667354e-04, 1.53456819e+02
45.165, 1.01587163e+00, 8.52667775e-04, 1.53465729e+02
45.175, 1.01587573e+00, 8.52668197e-04, 1.53474636e+02
45.185, 1.01587983e+00, 8.52668619e-04, 1.53483545e+02
45.195, 1.01588392e+00, 8.52669040e-04, 1.53492452e+02
45.205, 1.01588802e+00, 8.52669463e-04, 1.53501362e+02
45.215, 1.01589212e+00, 8.52669885e-04, 1.53510268e+02
45.225, 1.01589622e+00, 8.52670308e-04, 1.53519174e+02
45.235, 1.01590032e+00, 8.52670731e-04, 1.53528084e+02
45.245, 1.01590441e+00, 8.52671154e-04, 1.53536990e+02
45.255, 1.01590851e+00, 8.52671578e-04, 1.53545899e+02
45.265, 1.01591261e+00, 8.52672002e-04, 1.53554805e+02
45.275, 1.01591671e+00, 8.52672427e-04, 1.53563715e+02
45.285, 1.01592080e+00, 8.52672851e-04, 1.53572620e+02
45.295, 1.01592490e+00, 8.52673276e-04, 1.53581526e+02
45.305, 1.01592900e+00, 8.52673701e-04, 1.53590435e+02
45.315, 1.01593309e+00, 8.52674126e-04, 1.53599341e+02
45.325, 1.01593719e+00, 8.52674552e-04, 1.53608250e+02
45.335, 1.01594129e+00, 8.52674978e-04, 1.53617156e+02
45.345, 1.01594538e+00, 8.52675404e-04, 1.53626064e+02
45.355, 1.01594948e+00, 8.52675831e-04, 1.53634970e+02
45.365, 1.01595358e+00, 8.52676258e-04, 1.53643879e+02
45.375, 1.01595767e+00, 8.52676685e-04, 1.53652784e+02
45.385, 1.01596177e+00, 8.52677112e-04, 1.53661689e+02
45.395, 1.01596587e+00, 8.52677540e-04, 1.53670598e+02
45.405, 1.01596996e+00, 8.52677968e-04, 1.53679503e+02
45.415, 1.01597406e+00, 8.52678397e-04, 1.53688411e+02
45.425, 1.01597815e+00, 8.52678825e-04, 1.53697316e+02
45.435, 1.01598225e+00, 8.52679254e-04, 1.53706225e+02
45.445, 1.01598635e+00, 8.52679683e-04, 1.53715130e+02
45.455, 1.01599044e+00, 8.52680113e-04, 1.53724038e+02
45.465, 1.01599454e+00, 8.52680542e-04, 1.53732943e+02
45.475, 1.01599863e+00, 8.52680972e-04, 1.53741847e+02
45.485, 1.01600273e+00, 8.52681403e-04, 1.53750755e+02
45.495, 1.01600683e+00, 8.52681833e-04, 1.53759660e+02
45.505, 1.01601092e+00, 8.52682264e-04, 1.53768568e+02
45.515, 1.01601502e+00, 8.52682695e-04, 1.53777472e+02
45.525, 1.01601911e+00, 8.52683127e-04, 1.53786380e+02
45.535, 1.01602321e+00, 8.52683559e-04, 1.53795285e+02
45.545, 1.01602730e+00, 8.52683991e-04, 1.53804189e+02
45.555, 1.01603140e+00, 8.52684423e-04, 1.53813096e+02
45.565, 1.01603549e+00, 8.52684856e-04, 1.53822001e+02
45.575, 1.01603959e+00, 8.52685289e-04, 1.53830908e+02
45.585, 1.01604368e+00, 8.52685722e-04, 1.53839812e+02
45.595, 1.01604778e+00, 8.52686155e-04, 1.53848720e+02
45.605, 1.01605187e+00, 8.52686589e-04, 1.53857623e+02
45.615, 1.01605597e+00, 8.52687023e-04, 1.53866531e+02
45.625, 1.01606006e+00, 8.52687458e-04, 1.53875434e+02
45.635, 1.01606415e+00, 8.52687892e-04, 1.53884338e+02
